image,country,state,city,title,start_rating,start_reviews,address,neighborhood,phone,website,start_price,hublyz_reviews,hublyz_ratings,hublyz_price,Mon,Tue,Wed,Thu,Fri,Sat,Sun
default,United States Of America,CA,Orange County,The Village Hookah Lounge,3.5,58,"23785 El Toro Rd Lake Forest , CA  92630",,(949) 206-0010,http://www.thevillagehookah.com,$$$,,,,3:00 pm-2:30 am,3:00 pm-2:30 am,3:00 pm-2:30 am,3:00 pm-2:30 am,3:00 pm-2:30 am,3:00 pm-2:30 am,3:00 pm-2:30 am
default,United States Of America,CA,Orange County,Surf City Hookah Lounge,5.5,99,"19092 Beach Blvd Huntington Beach , CA  92648",,(714) 963-0507,http://www.surfcityhookahlounge.com/,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-2:00 am
default,United States Of America,CA,Orange County,Laziz Cafe and Hookah Bar,4,35,"12438 Brookhurst St Garden Grove , CA  92840",,(714) 636-7799,,$$$,,,,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am,4:30 pm-2:00 am
default,United States Of America,CA,Orange County,Titanium Hookah Lounge,3.5,71,"1210 S State College Blvd Ste G Anaheim , CA  92806",,(714) 948-4348,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-2:00 am
default,United States Of America,CA,Orange County,Rose,4,316,"198 W Cerritos Ave Anaheim , CA  92805",,(714) 635-3333,http://www.rosehookahlounge.com/,$$$,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am
default,United States Of America,CA,Orange County,Dream Cafe,3.5,133,"830 S Brookhurst St Anaheim , CA  92804",,(714) 502-9865,,$$$,,,,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-4:00 am,3:00 pm-4:00 am,3:00 pm-2:00 am
default,United States Of America,CA,Orange County,Cozy Hookah Lounge,4.5,55,"714 E Adams Ave Ste 102 Huntington Beach , CA  92648",,(714) 969-7424,http://cozyhookahlounge.com/,$$$,,,,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-3:00 am,7:00 pm-3:00 am,7:00 pm-2:00 am
default,United States Of America,CA,Orange County,Boba Bear,4,168,"18414 E Colima Rd Rowland Heights , CA  91748",,(626) 839-1177,http://www.bobabear.com,$$$,,,,3:00 pm-1:00 am,3:00 pm-1:00 am,3:00 pm-1:00 am,3:00 pm-1:00 am,3:00 pm-4:00 am,3:00 pm-4:00 am,3:00 pm-1:00 am
default,United States Of America,CA,Orange County,Sultan?s Hookah Palace,4,66,"7201 Arlington Ave Unit D Riverside , CA  92503",,(951) 358-1200,http://www.sultanshookah.com/,$$,,,,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am
default,United States Of America,CA,Orange County,Starbuzz Hookah Lounge,4,67,"741 N Placentia Ave Fullerton , CA  92831",,(714) 203-1886,,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am
default,United States Of America,CA,Orange County,Saint Hookah Lounge,5.5,73,"1715 Fullerton Rd Rowland Heights , CA  91748",,(626) 810-0369,,$$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,8:00 pm-3:00 am,8:00 pm-3:00 am,6:00 pm-2:00 am
default,United States Of America,CA,Orange County,The Shisha Room,5,14,"370 S Thomas St Pomona , CA  91766",,(909) 469-6969,,$$$,,,,Closed,8:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-3:00 am,8:00 pm-3:00 am,8:00 pm-2:00 am
default,United States Of America,CA,Orange County,Egypt Smoke,5.5,126,"18253 Colima Rd Ste 203 Rowland Heights , CA  91748",,(626) 460-0650,http://www.egyptsmoke.com,$$$,,,,8:00 pm-12:00 am,8:00 pm-12:00 am,8:00 pm-12:00 am,8:00 pm-1:00 am,8:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-12:00 am
default,United States Of America,CA,Orange County,Hidden Cafe,4,83,"5634 E La Palma Ave Anaheim Hills , CA  92807",,(714) 777-0606,http://www.hidden-cafe.com,$$$,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-2:00 am
default,United States Of America,CA,Redwood City,Blaze Hookah Lounge,3.5,94,"26663 Mission Blvd Hayward , CA  94544",,(510) 583-1425,http://www.blazehookah.com,$$,,,,4:00 pm-11:30 pm,4:00 pm-11:30 pm,4:00 pm-11:30 pm,4:00 pm-1:30 am,6:00 pm-1:30 am,6:00 pm-1:30 am,4:00 pm-11:30 pm
default,United States Of America,CA,Redwood City,Fire N Ice Hookah Lounge,5,61,"40675 Grimmer Blvd Fremont , CA  94538",,(510) 270-8829,,$$,,,,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am
default,United States Of America,CA,Redwood City,Smoke This Hookah Lounge,3.5,169,"2271 The Alameda Santa Clara , CA  95050",North San Jose,(408) 247-6653,http://www.smoke-this.com,$$$,,,,12:00 pm-11:00 pm,12:00 pm-11:00 pm,12:00 pm-11:00 pm,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-11:00 pm
default,United States Of America,CA,Redwood City,Nile Cafe & Hookah Lounge,4,265,"544 Jones St San Francisco , CA  94102",Tenderloin,(415) 409-1000,http://nilehookahlounge.com,$$$,,,,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-3:00 am,2:00 pm-3:00 am,2:00 pm-2:00 am
default,United States Of America,CA,Redwood City,724Hookah,3.5,194,"724 Geary St San Francisco , CA  94109",Lower Nob Hill,(415) 885-3192,http://www.724hookah.com/home.html,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am
default,United States Of America,CA,Redwood City,Bijan Hookah Bar,3.5,75,"39941 Mission Blvd Fremont , CA  94539",,(510) 440-1155,http://www.bijanlounge.com,$$$,,,,6:00 pm-11:00 pm,6:00 pm-11:00 pm,6:00 pm-11:00 pm,6:00 pm-12:00 am,6:00 pm-1:30 am,6:00 pm-1:30 am,5:00 pm-10:30 pm
default,United States Of America,CA,San Carlos,Broadway Tobacconists,4,28,"2013 Broadway St Redwood City , CA  94063",,(650) 261-9657,,$$$,,,,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,Closed
default,United States Of America,CA,San Carlos,Shisha Nights Hookah Lounge,4,105,"21272 Mission Blvd Hayward , CA  94541",,(510) 397-6922,,$$,,,,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-12:00 am
default,United States Of America,CA,Belmont,Karma 215,0.5,1,"100 El Camino Real Millbrae , CA  94030",,(650) 445-9778,,$$$,,,,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-12:00 am
default,United States Of America,CA,Foster City,Shami Restaurant & Hookah Lounge,4.5,270,"16490 E 14 St San Leandro , CA  94578",,(510) 258-0000,http://shamirestaurantandhookah.com,$$$,,,,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm
default,United States Of America,CA,Foster City,Marrakech Moroccan Restaurant,2.5,342,"419 O'Farrell St San Francisco , CA  94102",Tenderloin,(415) 776-6717,,$$$$,,,,5:30 pm-2:00 am,5:30 pm-2:00 am,5:30 pm-2:00 am,5:30 pm-2:00 am,5:30 pm-2:00 am,5:30 pm-2:00 am,5:30 pm-2:00 am
default,United States Of America,CA,Union City,Smoker Friendly,4,17,"7135 Amador Plaza Rd Dublin , CA  94568",,(925) 829-9615,,$$,,,,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-8:00 pm,9:00 am-7:30 pm,10:00 am-7:00 pm
default,United States Of America,CA,Union City,724Hookah,4.5,194,"724 Geary St San Francisco , CA  94109",Lower Nob Hill,(415) 885-3192,http://www.724hookah.com/home.html,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am
default,United States Of America,CA,Union City,Double Apples Hookah Lounge,5.5,86,"3072 Driftwood Dr San Jose , CA  95128",West San Jose,(408) 540-7360,http://www.doubleappleshookah.com,$$$,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-1:00 am
default,Italy,,Milano,Village Cafe,3,2,Via Ripa di Porta Ticinese 53 20143  Milan Italy,Porta Genova,+39 02 89074996,,???,,,,,,,,,,
default,Italy,,Milano,Imperator,-0.5,3,Via Panfilo Castaldi 26 20124  Milan Italy,Palestro,+39 02 395234,http://imperatornarghilemilano.com,,,,,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am
default,Italy,,Milano,El Tekkia,3,4,Via Gaudenzio Fantoli 28 20138  Milan Italy,,+39 02 5060190,,???,,,,12:00 pm-2:30 pm,12:00 pm-2:30 pm7:00 pm-10:30 pm,12:00 pm-2:30 pm7:00 pm-10:30 pm,12:00 pm-2:30 pm7:00 pm-10:30 pm,12:00 pm-2:30 pm7:00 pm-10:30 pm11:00 pm-4:00 am,7:00 pm-10:30 pm11:00 pm-4:00 am,7:00 pm-10:30 pm
default,Italy,,Milano,Noor,3.5,2,Via San Carpoforo 7 20121  Milan Italy,Centro Storico,+39 02 83427020,http://www.noormilano.com,????,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am
default,Italy,,Milano,El Jadida,4,3,Via Carlo Bazzi 47 20141  Milan Italy,Porta Romana,+39 02 89546860,http://www.eljadida.it,???,,,,8:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-3:00 am,8:00 pm-3:00 am,6:30 pm-2:00 am
default,Italy,,Milano,Sherazade Shisha,0.5,3,Via Friuli 15 20135  Milan Italy,Porta Vittoria,+39 388 9007925,,???,,,,1:00 pm-3:00 am,1:00 pm-3:00 am,1:00 pm-3:00 am,1:00 pm-3:00 am,1:00 pm-3:00 am,1:00 pm-3:00 am,1:00 pm-3:00 am
default,Spain,,Barcelona,Rey de Istanbul,0.5,5,"Carrer de l'Hospital, 4 08001  Barcelona Spain",El Raval,+34 672 260 015,http://www.reydeistanbulbcn.com,,,,,9:00 am-3:00 am,9:00 am-3:00 am,9:00 am-3:00 am,9:00 am-3:00 am,9:00 am-3:00 am,9:00 am-3:00 am,9:00 am-3:00 am
default,Spain,,Barcelona,Reem al Bawadi,5.5,1,"Via Laietana, 59 08003  Barcelona Spain",Barri Gïtic,+34 934 121 313,http://reemalbawadibarcelona.com/,,,,,12:00 pm-1:30 am,12:00 pm-1:30 am,12:00 pm-1:30 am,12:00 pm-1:30 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-1:30 am
default,Spain,,Barcelona,Ziryab Shisha Lounge,4.5,26,"Carrer de Grunyi, 4 08003  Barcelona Spain","Sant Pere, Santa Caterina i la Ribera-Born",+34 936 673 786,http://ziryab.es/hookah-shisha-lounge/,???,,,,7:00 pm-1:00 am,7:00 pm-1:00 am,7:00 pm-1:00 am,7:00 pm-1:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-1:00 am
default,Spain,,Barcelona,Medina Azahara,3.5,5,"Carrer de la Lluna, 29 08001  Barcelona Spain",El Raval,+34 933 012 075,,??,,,,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am
default,Spain,,Barcelona,Mantra,4.5,4,"Carrer de SalvÖ, 21 08004  Barcelona Spain",El Poble-sec,+34 934 415 990,http://www.myspace.com/barmantra,,,,,Closed,6:30 pm-12:30 am,6:30 pm-12:30 am,6:30 pm-12:30 am,6:30 pm-3:00 am,6:30 pm-3:00 am,6:30 pm-12:30 am
default,United States Of America,CA,Hayward,Hookah Nites,3.5,46,"235 University Ave Palo Alto , CA  94301",,(650) 330-0654,http://www.hookahnites.com/,$$$,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-1:00 am
default,United States Of America,CA,Hayward,Broadway Tobacconists,3.5,28,"2013 Broadway St Redwood City , CA  94063",,(650) 261-9657,,$$$,,,,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,Closed
default,United States Of America,CA,Hayward,Stogies Smoke Shop & Hookah Hut Lounge,4,52,"3288 Pierce St Ste B-108 Albany , CA  94804",,(510) 558-1510,http://www.hookah-hut.com/,$$$,,,,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-9:00 pm,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-9:00 pm
default,United States Of America,CA,Hayward,RocknWraps & Kabobs,4.5,119,"2053 Broadway St Redwood City , CA  94063",,(650) 299-9551,http://rocknwraps.net/,$$,,,,11:00 am-11:30 pm,11:00 am-11:30 pm,11:00 am-11:30 pm,11:00 am-11:30 pm,11:00 am-11:30 pm,3:00 pm-11:30 pm,3:00 pm-11:30 pm
default,United States Of America,CA,Hayward,Cloudz Hookah Lounge,5,150,"1350 El Camino Real Millbrae , CA  94030",,(415) 632-6535,http://cloudzhookah.com,$$$,,,,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-12:00 am
default,Austria,,Wien,Shisha Island,0.5,1,Lembîckgasse 68 1230  Vienna Austria,Liesing,+43 660 6556869,http://www.shisha-island.at,,,,,,,,,,,
default,Austria,,Wien,Xtanbul Shisha Lokal,0,5,BrÅnner Str. 1210  Vienna Austria,Floridsdorf,,,,,,,,,,,,,
default,Austria,,Wien,Shisha King Orientalische Antik Waren,0.5,1,Nu·dorfer Str. 76 1090  Vienna Austria,Alsergrund,,http://www.shishaking.at,,,,,,,,,,,
default,Austria,,Wien,Angkor Club,2.5,1,Handelskai 94-96/Top Nr. 238 Millennium City 1200  Wien-Brigittenau Austria,Brigittenau,+43 660 5588458,,???,,,,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,11:00 am-12:00 am
default,Austria,,Wien,Shisha lounge,-0.5,6,Graumanngasse42 1150  Vienna Austria,Rudolfsheim-FÅnfhaus,+43 1 9439863,,,,,,,,,,,,
default,Austria,,Wien,Kamun,-0.5,1,Rotenhofgasse 1A 1100  Vienna Austria,Favoriten,+43 1 9718700,http://www.kamun.at,,,,,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-2:00 am,10:00 am-2:00 am,11:00 am-12:00 am
default,Austria,,Wien,Star Voice Lounge,5.5,1,Pragerstr. 17 1210  Vienna Austria,Floridsdorf,,,??,,,,,,,,,,
default,Austria,,Wien,Shisha King,3,1,Nussdorferstra·e 76 1090  Vienna Austria,Alsergrund,+43 1 2288971,http://www.shishaking.at,,,,,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,Closed
default,Austria,,Wien,City Shisha,0,1,Burggasse 1150  Vienna Austria,,,,,,,,,,,,,,
default,Austria,,Wien,Places Bar,0.5,1,Gussriegel Str. 36 Ecke Troststr. 1100  Vienna Austria,Favoriten,+43 660 2890405,http://www.placesbar.at,???,,,,2:00 pm-1:00 am,2:00 pm-1:00 am,2:00 pm-1:00 am,2:00 pm-1:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-12:00 am
default,Austria,,Wien,Cafe Berfin,3.5,20,Siebensterngasse 46 1070  Vienna Austria,Neubau,+43 1 2363225,,???,,,,9:00 am-12:00 am,9:00 am-12:00 am,9:00 am-12:00 am,9:00 am-12:00 am,9:00 am-2:00 am,11:00 am-2:00 am,11:00 am-12:00 am
default,Austria,,Wien,Aux Gazelles,3,25,Rahlgasse 5 1060  Vienna Austria,Mariahilf,+43 1 5856645,http://www.auxgazelles.at,????,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am,11:00 am-4:00 am,Closed
default,Austria,,Wien,Baku Lounge,4.5,5,WÑhringergÅrtel 154 1090  Vienna Austria,Alsergrund,+43 699 19154304,,???,,,,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-3:00 am,2:00 pm-3:00 am,2:00 pm-2:00 am
default,Austria,,Wien,Duzi?s,4,2,Praterstr. 25 1020  Vienna Austria,Leopoldstadt,+43 1 8908775,http://www.duzis.at,???,,,,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am
default,Austria,,Wien,Habibi Shisha CafÇ,4.5,1,Nussdorfer Str. 68 1090  Vienna Austria,Alsergrund,+43 1 2288971,,,,,,9:30 am-9:00 pm,9:30 am-9:00 pm,9:30 am-9:00 pm,9:30 am-9:00 pm,9:30 am-9:00 pm,9:30 am-9:00 pm,Closed
default,Austria,,Wien,Blendend Shisha Lounge Bar,4,3,Stubenring 4 1010  Vienna Austria,Innere Stadt,+43 680 4005406,,????,,,,2:00 pm-1:00 am,2:00 pm-1:00 am,2:00 pm-1:00 am,2:00 pm-1:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-1:00 am
default,Austria,,Wien,Tolerance,5.5,1,WindmÅhlgasse 32 1060  Vienna Austria,Mariahilf,+43 681 84459394,,???,,,,2:00 pm-12:00 am,2:00 pm-12:00 am,2:00 pm-12:00 am,2:00 pm-12:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-12:00 am
default,Austria,,Wien,ChilleX Shisha Lounge,5,1,Maria-Rekker-Gasse 1/5 1100  Vienna Austria,Favoriten,+43 1 9740031,http://www.chillex.at,???,,,,2:00 pm-12:00 am,2:00 pm-12:00 am,2:00 pm-12:00 am,2:00 pm-12:00 am,2:00 pm-12:00 am,2:00 pm-12:00 am,2:00 pm-12:00 am
default,Austria,,Wien,Keyf Lounge Shisha,-0.5,1,Klosterneuburgerstr. 28/3-4 1200  Vienna Austria,Brigittenau,+43 676 5275902,,???,,,,,,,,,,
default,Austria,,Wien,Efsane Shisha Lounge,5.5,1,Kirchstetterngasse 50a 1160  Vienna Austria,Ottakring,+43 699 13025156,http://www.efsanenargile.at,??,,,,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am
default,Austria,,Wien,OASE - Pizza und orientalische SpezialitÑten,4.5,1,KÑrntner Ring 3/44 1010  Vienna Austria,Innere Stadt,+43 1 9664791,,,,,,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am
default,Austria,,Wien,Selcuklu Shisha Bar,4.5,1,Preysinggasse 23 1150  Vienna Austria,Rudolfsheim-FÅnfhaus,+43 1 9239246,http://www.selcuklu.at/,??,,,,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-12:00 am
default,Austria,,Wien,Shadirvan,-0.5,1,Burggasse 128/1 1070  Vienna Austria,Ottakring,+43 1 9579648,,,,,,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-3:00 am,1:00 pm-3:00 am,1:00 pm-2:00 am
default,Austria,,Wien,Zaza,2.5,1,Henriettenplatz 1 1150  Vienna Austria,Rudolfsheim-FÅnfhaus,+43 699 10264616,,,,,,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,1:00 pm-3:00 am,1:00 pm-3:00 am,1:00 pm-11:30 pm
default,Austria,,Wien,Xtanbul Shisha,0,5,Redtenbachergasse 1160  Vienna Austria,Donaustadt,,,,,,,,,,,,,
default,Austria,,Wien,Titan Lounge,3.5,3,Wagramerstr. 79 1220  Vienna Austria,Donaustadt,+43 699 17155620,http://www.donauzentrum.at/W/do/centre/shop-detail-titan_lounge,,,,,,,,,,,
default,Austria,,Wien,Soho1,3,11,Handelskai 94-96 1200  Vienna Austria,Brigittenau,+43 664 5159786,http://www.soho-vienna.at,??,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-2:00 am
default,Austria,,Wien,Efendis,5.5,2,Braunhirschengasse 50 1150  Vienna Austria,Rudolfsheim-FÅnfhaus,+43 676 3583227,http://efendis.at,,,,,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-12:00 am
default,Austria,,Wien,LecktÅre Restaurant,3.5,4,Operngasse 20 /B 1040  Vienna Austria,Wieden,,,???,,,,,,,,,,
default,United States Of America,IL,Chicago,Arabia CafÇ & Hookah Lounge,2.5,60,"1046 N Milwaukee Ave Chicago , IL  60622","Noble Square, West Town",(773) 276-2345,,$$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-1:00 am
default,United States Of America,IL,Chicago,Sinbad?s Hookah,3,53,"1129 W Taylor St Chicago , IL  60607",University Village,(312) 265-0617,,$$$,,,,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,5:00 pm-12:00 am
default,United States Of America,IL,Chicago,Ambrosia CafÇ,3,91,"1963 N Sheffield Ave Chicago , IL  60614","Lincoln Park, DePaul",(773) 404-4450,http://www.ambrosiahookah.com,$$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,5:00 pm-1:00 am
default,United States Of America,IL,Chicago,House of Hookah,3.5,105,"607 W Belmont Ave Chicago , IL  60657",Lakeview,(773) 348-1550,http://www.chicagohookah.com,$$$,,,,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-2:00 am
default,United States Of America,IL,Chicago,Hubble Hookah,4,114,"3308 N Harlem Ave Chicago , IL  60634",Dunning,(773) 637-3600,,$$$,,,,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-12:00 am
default,United States Of America,IL,Chicago,Chicago Hookah Catering,4.5,1,"Chicago , IL  60615",Hyde Park,(312) 572-9221,http://www.chicagohookahcatering.com,,,,,Closed,Closed,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am
default,United States Of America,IL,Chicago,Hookah Hana,5,30,"6912 W Windsor Ave Berwyn , IL  60402",,(708) 484-7000,http://www.HookahHana.com,$$$,,,,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-12:00 am
default,United States Of America,CA,San Mateo,Sukoon Lounge,5,23,"1738 Folsom St San Francisco , CA  94103",Mission,(650) 877-2579,http://www.sukoonlounge.com,$$$,,,,Closed,Closed,Closed,Closed,8:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-9:00 pm
default,United States Of America,CA,San Mateo,Paradise Hookah Lounge,3.5,103,"591 San Mateo Ave San Bruno , CA  94066",,(650) 763-0751,,$$$,,,,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-12:00 am
default,United States Of America,CA,San Mateo,RocknWraps & Kabobs,4,119,"2053 Broadway St Redwood City , CA  94063",,(650) 299-9551,http://rocknwraps.net/,$$,,,,11:00 am-11:30 pm,11:00 am-11:30 pm,11:00 am-11:30 pm,11:00 am-11:30 pm,11:00 am-11:30 pm,3:00 pm-11:30 pm,3:00 pm-11:30 pm
default,United States Of America,CA,Millbrae,Fog City Hookah Lounge,4.5,45,"7379 Mission St Daly City , CA  94014",,(415) 769-5555,http://fogcityhookah.com/,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am
default,Germany,,Berlin,Hangover  Shisha Lounge & Cocktailbar,-0.5,2,Scharnweberstra·e 17-20 13405  Berlin Germany,Reinickendorf,+49 176 70255733,,,,,,,,,,,,
default,Germany,,Berlin,Tonys Shisha Shop,3,2,Weichselstr. 31 10247  Berlin Germany,Friedrichshain,+49 30 53165406,http://shishaberlin.de/,???,,,,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,Closed
default,Germany,,Berlin,Da Vinci Lounge,4,47,Dortustr. 4 14467  Potsdam Germany,,+49 331 2805189,http://www.da-vinci-lounge.de,???,,,,6:30 pm-1:00 am,6:30 pm-1:00 am,6:30 pm-1:00 am,6:30 pm-1:00 am,6:30 pm-2:30 am,6:30 pm-2:30 am,6:30 pm-1:00 am
