image,country,state,city,title,start_rating,start_reviews,address,neighborhood,phone,website,start_price,hublyz_reviews,hublyz_ratings,hublyz_price,Mon,Tue,Wed,Thu,Fri,Sat,Sun
default,Turkey,,?stanbul,Eflin Avangard Cafe & Rest.,0,0,Ko?uyolu Mh. Asma Dal? Sok. No 37 34718  Istanbul Turkey,"Kartal, Petroli?",+90  4443271,,,,,,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am
default,United States Of America,GA,Atlanta,Vixn Hookah & Martini Lounge,1,1,"2930 Ember Dr Decatur , GA  30034",,(404) 212-3800,,$$$,,,,,,,,,,
default,United States Of America,GA,Atlanta,Rockstar Hookah & Smoke,5.5,2,"Chamblee , GA  30341",,(678) 373-6390,http://www.rockstarhookah.com,$$,,,,,,,,,,
default,United States Of America,GA,Atlanta,Jordan?s Lounge,4.5,5,"2755 Canton Rd Marietta , GA  30066",,(678) 426-8858,,,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-1:00 am
default,United States Of America,GA,Atlanta,The Living Room At Cruzado,0.5,82,"366 5th St NE Atlanta , GA  30308",Midtown,(404) 490-1550,,,,,,,,,,,,
default,United States Of America,GA,Atlanta,AR Lounge,0,19,"585 Franklin Rd Ste 170 Marietta , GA  30067",,(770) 795-0707,http://africarestaurant.info,,,,,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm
default,Turkey,,?stanbul,Ye?ilkîy Nargile Cafe,0.5,0,??de Sok. No: 2 34848  Istanbul Turkey,"Maltepe, GÅlensu",+90 212 6625199,,,,,,,,,,,,
default,Turkey,,?stanbul,Esmer Nargile & Cafe,0.5,0,Nispetiye Cad. Toprakkale Sok. No: 2/B 34200  Istanbul Turkey,"Be?ikta?, Etiler",+90 212 2655265,,,,,,,,,,,,
default,Turkey,,?stanbul,Alila,-0.5,0,Lale Sokak 1 34906  Istanbul Turkey,"Pendik, Kurtkîy, ?eyhli, SÅlÅntepe",,,,,,,,,,,,,
default,Turkey,,?stanbul,?stiklal Cafe,2.5,1,Bar?? Mah. Sakarya Cad. No.20/8 BeylikdÅzÅ-?stanbul 34860  Istanbul Turkey,"BeylikdÅzÅ, Esenyurt",+90 533 5222323,,??,,,,,,,,,,
default,Turkey,,?stanbul,Mehtap Nargile Cafe,0.5,0,Kilyos Plaj Yolu No: 32 34450  Istanbul Turkey,"Sar?yer, Kumkîy, Kilyos",+90 212 2011016,,,,,,,,,,,,
default,Turkey,,?stanbul,Balkon Cafe Restaurant,0.5,0,Cumhuriyet Mah. AtatÅrk Blv. 34515  Esenyurt Turkey,Esenyurt,,,???,,,,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am
default,Turkey,,?stanbul,Kî?k Nargile Cafe,-0.5,0,Milli MÅdafa Cad. No: 7 34098  Istanbul Turkey,Esenyurt,+90 212 5896618,,,,,,,,,,,,
default,United States Of America,GA,Atlanta,ShiSha Kings,-0.5,22,"Louisville , KY  30096",,(770) 515-9191,http://www.shishakingsonline.com,$$,,,,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-12:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,Closed
default,United States Of America,GA,Atlanta,The Smoking Room,4,1,"5495 Old National Hwy Ste B-9 College Park , GA  30349",,(470) 809-6318,,$$$,,,,1:00 pm-4:00 am,1:00 pm-4:00 am,1:00 pm-4:00 am,1:00 pm-4:00 am,1:00 pm-4:00 am,1:00 pm-4:00 am,1:00 pm-4:00 am
default,United States Of America,GA,Atlanta,Starbuzz Hookah Lounge,0,228,"11060 Alpharetta Hwy Roswell , GA  30076",,(770) 645-2134,,,,,,,,,,,,
default,United States Of America,GA,Atlanta,Premier Hookah Lounge,0,19,"1750 N Roberts Rd NW Kennesaw , GA  30144",,(770) 672-0867,,$$,,,,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,5:00 pm-12:00 am
default,United States Of America,GA,Atlanta,Hookah Cafe,-0.5,22,"3631 Peachtree Industrial Blvd Duluth , GA  30096",,(770) 232-2227,,$$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-3:00 am,5:00 pm-3:00 am,5:00 pm-1:00 am
default,United States Of America,GA,Atlanta,The Place Hookah Lounge,0,40,"1480 Beaver Ruin Rd Norcross , GA  30093",,(470) 315-5432,http://www.theplacehookah.com,,,,,11:00 am-4:00 am,11:00 am-4:00 am,11:00 am-4:00 am,11:00 am-4:00 am,11:00 am-4:00 am,11:00 am-4:00 am,11:00 am-4:00 am
default,United States Of America,GA,Atlanta,78 degrees,3.5,1,"4975  Stone Mountain Hwy Lilburn , GA  30047",,(770) 710-0279,http://www.78degreeslounge.com,,,,,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am
default,United States Of America,GA,Atlanta,Jeffrey?s Sports Bar & Grill,2,33,"11585 Jones Bridge Rd Ste 100 Alpharetta , GA  30022",,(770) 346-0807,http://www.jeffreysalpharetta.com/,$$$,,,,11:00 am-2:30 am,11:00 am-2:30 am,11:00 am-2:30 am,11:00 am-2:30 am,11:00 am-2:30 am,11:00 am-2:30 am,11:00 am-2:30 am
default,United States Of America,CA,San Diego,Diamond Hookah Lounge,4.5,8,"1464 Graves Ave Ste 104 El Cajon , CA  92021","Winter Gardens, El Cajon",(619) 490-6875,,,,,,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-12:00 am
default,United States Of America,CA,San Diego,Paradise Valley Smoke Shop,4.5,2,"8300 Paradise Valley Rd Ste 123 Spring Valley , CA  91977",,(619) 434-3019,,$$$,,,,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-10:00 pm
default,United States Of America,CA,San Diego,Myst Lounge,5.5,7,"756 Fifth Ave San Diego , CA  92101",Gaslamp,(619) 487-9993,,$$$,,,,,,,,,,
default,United States Of America,CA,San Diego,Freedom Hookah Lounge,5,7,"1555 Palm Ave Unit K Imperial Beach , CA  92154",Nestor,(619) 271-3927,,$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-1:00 am
default,United States Of America,CA,San Diego,Shahrazad,4.5,8,"1530 Jamacha Rd Ste B1 El Cajon , CA  92019",,(619) 944-2190,,$$,,,,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am
default,United Kingdom,,London,Al Arez,3.5,41,101 Edgware Road London  W2 2HX United Kingdom,Paddington,+44 20 7262 4833,http://www.alarez.co.uk,úúú,,,,9:00 am-1:00 am,9:00 am-1:00 am,9:00 am-1:00 am,9:00 am-1:00 am,9:00 am-1:00 am,9:00 am-1:00 am,9:00 am-1:00 am
default,United Kingdom,,London,Dar Marrakesh,5,9,422 Edgware Road Paddington London  W2 1EG United Kingdom,Lisson Grove,+44 20 7262 0560,http://dar-marrakesh.co.uk/,úúúú,,,,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am
default,United Kingdom,,London,Yamal Alsham,4.5,12,Unit 5 The Boulevard Imperial Wharf London  SW6 2UB United Kingdom,"Fulham, West Brompton",+44 20 3010 1100,http://www.yamalalsham.co.uk/chelsea-branch-main-page,úúú,,,,12:00 pm-11:00 pm,12:00 pm-11:00 pm,12:00 pm-11:00 pm,12:00 pm-11:00 pm,12:00 pm-11:00 pm,12:00 pm-11:00 pm,12:00 pm-11:00 pm
default,United Kingdom,,London,El Cantara,3.5,23,45 5th Street London  W1D 4SD United Kingdom,Bloomsbury,+44 20 7734 6868,http://www.elcantara.net/soho/,úúú,,,,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-12:00 am
default,United Kingdom,,London,Sara Cafe,4,5,13A Crawford Street London  W1U 6BZ United Kingdom,Marylebone,+44 20 7486 5666,http://www.saracafe.co.uk,úúú,,,,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,12:00 pm-10:30 pm
default,United Kingdom,,London,Marrakech,3.5,10,96 West Yard London  NW1 8AF United Kingdom,"Chalk Farm, Primrose Hill",,http://www.shishaspot.com/marrakech-shisha/,úúú,,,,10:00 am-11:00 pm,10:00 am-11:00 pm,10:00 am-11:00 pm,10:00 am-11:00 pm,10:00 am-1:00 am,10:00 am-1:00 am,12:00 pm-10:00 pm
default,United Kingdom,,London,Mevali Shisha Bar,4.5,8,17 Greenwich Church Street Greenwich London  SE10 9BJ United Kingdom,Greenwich,+44 20 3490 4342,,úúú,,,,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm
default,United Kingdom,,London,Yas,3,19,7 Hammersmith Road London  W14 8XJ United Kingdom,"West Kensington, Kensington Olympia",+44 20 7603 9148,http://www.yaslondon.com/,úúú,,,,12:00 pm-4:00 am,12:00 pm-4:00 am,12:00 pm-4:00 am,12:00 pm-4:00 am,12:00 pm-4:00 am,12:00 pm-4:00 am,12:00 pm-4:00 am
default,United Kingdom,,London,Layali Lounge,4.5,5,82-84 Clapham Park Road London  SW4 7BX United Kingdom,Clapham Common,+44 20 7622 7880,http://layalilounge.co.uk,úúú,,,,5:00 pm-11:30 pm,5:00 pm-11:30 pm,5:00 pm-11:30 pm,5:00 pm-12:00 am,5:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-11:30 pm
default,United Kingdom,,London,Rakkas,4.5,4,369 Green Lanes Harringay London  N4 1DY United Kingdom,Harringay,+44 20 8809 9899,http://www.rakkas.co.uk/,úúú,,,,7:00 am-1:30 am,7:00 am-1:30 am,7:00 am-1:30 am,7:00 am-1:30 am,7:00 am-1:30 am,7:00 am-2:00 am,7:00 am-2:00 am
default,United States Of America,CA,Foster City,Aria Grill & Cuisine,5,120,"308 14th St Oakland , CA  94612",Oakland Chinatown,(510) 893-2742,,$$$,,,,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-12:00 am,12:00 pm-12:00 am,Closed
default,United States Of America,CT,Hartford,Shish Kebab House of Afghanistan,3.5,134,"36 LaSalle Rd West Hartford , CT  06107",,(860) 231-8400,http://www.afghancuisine.net/,$$$,,,,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,2:00 pm-9:00 pm
default,United States Of America,CT,Hartford,Empire Hookah Lounge,0,175,"735 Wethersfield Ave Hartford , CT  06114",South End,(860) 904-6135,http://www.empirehookahlounge.com,,,,,Closed,Closed,Closed,9:00 pm-2:00 am,9:00 pm-4:00 am,9:00 pm-4:00 am,Closed
default,United States Of America,CT,New Haven,Mediterranea,4,41,"140 Orange St New Haven , CT  06510",,(203) 624-0589,http://mediterraneanewhaven.com/,$$,,,,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-1:00 am,10:00 am-1:00 am,10:00 am-2:00 am,10:00 am-2:00 am,4:00 pm-12:00 am
default,United States Of America,CT,New Haven,Eighty Lounge,4.5,7,"80 Campbell Ave West Haven , CT  06516",,(203) 931-1800,,,,,,Closed,Closed,8:00 pm-12:00 am,8:00 pm-1:00 am,8:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-12:00 am
default,United States Of America,CA,Venice,Giga Bite,3.5,1,"11257 National Boulevard Los Angeles , CA  90064",,(310) 481-7185,,,,,,,,,,,,
default,United States Of America,CA,Venice,Dream Center Smoke Shop,4.5,3,"8327 Lincoln Blvd Los Angeles , CA  90045",Westchester,(310) 649-2500,http://dreamcentersmokeshop.com,,,,,10:30 am-9:30 pm,10:30 am-9:30 pm,10:30 am-9:30 pm,10:30 am-9:30 pm,10:30 am-9:30 pm,10:30 am-9:30 pm,10:30 am-9:30 pm
default,United States Of America,CA,Venice,Cig Zone,4.5,28,"3130 S Sepulveda Blvd Ste B Los Angeles , CA  90034",Palms,(310) 477-4229,,$$$,,,,8:30 am-9:00 pm,8:30 am-9:00 pm,8:30 am-9:00 pm,8:30 am-9:00 pm,8:30 am-9:00 pm,8:30 am-9:00 pm,8:30 am-8:00 pm
default,United States Of America,CA,Marina del Rey,Blow Hookah Bar,4.5,97,"4313 Sepulveda Blvd Culver City , CA  90230",Culver City,(310) 592-9184,,$$,,,,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am
default,United States Of America,IL,Evanston,Carthage Hookah Cafe,2.5,14,"3446 W Foster Ave Chicago , IL  60625",North Park,(773) 539-9004,,$$,,,,Closed,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-3:00 am,7:00 pm-3:00 am,Closed
default,United States Of America,CA,West Los Angeles,The Hookah Zone,4.5,1,"10821 Venice Blvd Los Angeles , CA  90034",Palms,(310) 838-8833,,$$,,,,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am,6:00 pm-4:00 am
default,United States Of America,CA,West Los Angeles,Horus Hookah,-0.5,117,"Beverly Hills , CA  90212",Beverly Hills,(323) 445-1465,,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
default,United States Of America,SC,Charleston,Tabbuli,3,50,"2026 Savannah Hwy Charleston , SC  29407",West Ashley,(843) 556-0006,http://tabbuli.com/,$$$,,,,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-10:00 pm
default,Australia,,Adelaide,Horus: Egyptian Cafe & Shisha House,4.5,3,133-135 Hindley St Adelaide  South Australia  5000 Australia,Adelaide,+61 8 8211 6561,,$$,,,,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-5:00 am,5:00 pm-5:00 am,5:00 pm-12:00 am5:00 pm-2:00 am
default,Malaysia,,Kuala Lumpur,Shisha Army,0,0,"1, Jalan Masjid PJU 6A Dataran Prima Utama 47400  Petaling Jaya , Selangor Malaysia",,+6012-472 8505,,,,,,6:00 pm-5:00 am,6:00 pm-5:00 am,6:00 pm-5:00 am,6:00 pm-5:00 am,6:00 pm-5:00 am,6:00 pm-5:00 am,6:00 pm-5:00 am
default,Malaysia,,Kuala Lumpur,Tanjung Shisha,-0.5,0,"41-56 Jalan Kolam Air Lama, 68000  Ampang District , Selangor Malaysia",,,,,,,,,,,,,,
default,United States Of America,CA,Alhambra,LA Hookah Lounge,3.5,24,"5468 Valley Blvd Los Angeles , CA  90032",El Sereno,(818) 844-7050,,$$$,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-2:00 am
default,United States Of America,NJ,Newark,Hookah Plus,4.5,1,"406 Bloomfield Ave Bloomfield , NJ  07003",,(201) 675-8620,http://hookahplusbloomfieldnj.com/,$$$,,,,12:00 pm-8:30 pm,12:00 pm-8:30 pm,12:00 pm-8:30 pm,12:00 pm-8:30 pm,12:00 pm-8:30 pm,12:00 pm-8:30 pm,Closed
default,United States Of America,NJ,Newark,The Upstairs Cigar Lounge,4.5,1,"12 Willow St 2nd Floor Bloomfield , NJ  07003",,(862) 213-0613,http://www.gogonj.com,$$$,,,,8:00 pm-2:00 am,8:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am
default,United States Of America,NJ,Newark,Aladdin Hookah Lounge,2.5,30,"1767 Rte 22 W Union , NJ  07083",,(908) 624-1767,http://aladdinhookahlounge.com/,$$$,,,,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am
default,United States Of America,AZ,Tucson,Tommy?s Tabacco & Cigar,4,1,"6330 E Golf Links Rd Ste 186 Tucson , AZ  85730",Stella Mann,(520) 790-1551,http://www.cigaretteshoptucson.com,$$$,,,,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm
default,United States Of America,AZ,Tucson,Jordan Hookah Lounge,-0.5,10,"730 E Glenn St Tucson , AZ  85719",Mountain First Avenue,(520) 332-3333,,,,,,8:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-4:00 am,8:00 pm-4:00 am,8:00 pm-12:00 am
default,United States Of America,AZ,Tucson,Headquarters Hookah,-0.5,10,"2241 E Broadway Blvd Tucson , AZ  85719",Sam Hughes,(520) 989-1059,http://headquartershookah.com/,,,,,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-4:00 am,5:00 pm-4:00 am,5:00 pm-2:00 am
default,United States Of America,AZ,Tucson,Tru Vibe Lounge-Hookah & Vapors,0.5,2,"1112 S Wilmot Rd Tucson , AZ  85711",Colonia Del Valle,(520) 393-3316,,,,,,3:00 pm-9:00 pm,3:00 pm-9:00 pm,3:00 pm-9:00 pm,3:00 pm-9:00 pm,3:00 pm-9:00 pm,3:00 pm-4:00 am,3:00 pm-9:00 pm
default,United States Of America,UT,Salt Lake City,Hookah Lounge Chilling Time,2.5,3,"3424 S State St Ste C Salt Lake City , UT  84115",City of South Salt Lake,(801) 671-1468,,,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am
default,United States Of America,RI,Providence,Mazaj Cafe,2,16,"190 Atwells Ave Providence , RI  02903",Federal Hill,(401) 272-4994,,$$$,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-1:00 am
default,United States Of America,RI,Providence,Nara Lounge,5.5,1,"248 Atwells Ave Providence , RI  02903",Federal Hill,(401) 273-6272,http://www.naraprovidence.com,$$$,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-2:00 am,4:00 pm-2:00 am,5:00 pm-1:00 am
default,United States Of America,TN,Memphis,Habits Tobacco,-0.5,1,"9037 Millbranch Rd Southaven , MS  38671",,(662) 278-0227,,,,,,,,,,,,
default,United States Of America,TN,Memphis,Humidor Hookah Lounge,4.5,1,"1166 N Houston Levee Rd Ste 104 Cordova , TN  38018",,(901) 672-7896,,,,,,3:00 pm-11:00 pm,3:00 pm-11:00 pm,3:00 pm-11:00 pm,3:00 pm-11:00 pm,3:00 pm-12:00 am,3:00 pm-12:00 am,3:00 pm-11:00 pm
default,United States Of America,CA,Beverly Hills,Arian Lounge,4,37,"1561 Westwood Blvd Los Angeles , CA  90024",Westwood,(424) 253-8407,,$$$,,,,4:00 pm-12:00 am,4:00 pm-12:00 am,4:00 pm-12:00 am,5:00 pm-1:00 am,5:00 pm-2:00 am,5:00 pm-3:00 am,5:00 pm-12:00 am
default,United States Of America,CA,Beverly Hills,Naab Cafe,4.5,275,"1269 Westwood Blvd Los Angeles , CA  90024",Westwood,(310) 473-0303,http://naabcafe.com/,$$$,,,,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-12:00 am
default,United States Of America,CA,Beverly Hills,LIWAN Restaurant & Hookah Lounge,2,167,"1781 Westwood Blvd L Los Angeles , CA  90024",Westwood,(310) 948-4284,,$$$,,,,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am,4:00 pm-4:00 am
default,United States Of America,VA,Richmond,Alwan Enterprise  Midlothian Tabacco,2.5,1,"6838 Midlothian Tpke Richmond , VA  23225",Midlothian,(804) 918-8129,,$$,,,,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-7:00 pm,12:00 pm-7:00 pm
default,United States Of America,VA,Richmond,Cloud Hookah Bar & Lounge,3.5,2,"933 West Grace St Richmond , VA  23220",The Fan,(804) 342-7424,http://www.cloudhookahrva.com,,,,,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-1:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-1:00 am
default,United States Of America,VA,Richmond,Carytown Tobacco,5.5,5,"7601A W Broad St Richmond , VA  23294",,(804) 672-3791,http://www.carytowntobacco.com,$$$,,,,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-12:00 am
default,United States Of America,VA,Richmond,Aladdin?s Express,2.5,37,"801 W Broad St Richmond , VA  23220",The Fan,(804) 359-8500,http://www.aladdinsexpressrestaurant.com,$$,,,,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am,11:00 am-3:00 am
default,United States Of America,CA,Santa Clara,The Swinging Hookah II,-0.5,32,"2220 Business Circle San Jose , CA  95128",Burbank,(408) 326-2811,http://www.theswinginghookah.com,,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-2:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-1:00 am
default,United States Of America,CA,Santa Clara,TL Beer Garden,3,201,"769 N Mathilda Ave Sunnyvale , CA  94085",,(408) 900-8252,http://www.tlbeergarden.com,$$$,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-9:00 pm
default,United States Of America,CA,Santa Clara,Shisha,3.5,205,"84 N Market St San Jose , CA  95113",Downtown,(408) 298-0300,http://www.shishahookahlounge.com/home.htm,$$$,,,,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-2:00 am,7:00 pm-1:30 am
default,United States Of America,CA,Santa Clara,Smoke This Hookah Lounge,3.5,169,"2271 The Alameda Santa Clara , CA  95050",North San Jose,(408) 247-6653,http://www.smoke-this.com,$$$,,,,12:00 pm-11:00 pm,12:00 pm-11:00 pm,12:00 pm-11:00 pm,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-12:00 am,12:00 pm-11:00 pm
default,United States Of America,CA,Santa Clara,Tangerine Hookah Bar,3.5,315,"30 Fountain Alley Ste 150 San Jose , CA  95113",Downtown,(408) 634-5450,http://www.tangerinehookah.com/,$$$,,,,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-3:00 am,4:00 pm-3:00 am,7:00 pm-1:00 am
default,United States Of America,CA,Santa Clara,Double Apples Hookah Lounge,5.5,86,"3072 Driftwood Dr San Jose , CA  95128",West San Jose,(408) 540-7360,http://www.doubleappleshookah.com,$$$,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-1:00 am
default,United States Of America,CA,Santa Clara,The Swinging Hookah,4.5,191,"386 S 1st St San Jose , CA  95113",Downtown,(408) 298-4824,http://www.theswinginghookah.com/,$$$,,,,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-1:00 am,6:00 pm-2:00 am,6:00 pm-3:00 am,6:00 pm-3:00 am,6:00 pm-1:00 am
default,United States Of America,CA,Santa Clara,Cloudz Hookah Lounge,4.5,61,"398 E Santa Clara St San Jose , CA  95113",Downtown,(408) 899-4179,http://cloudzhookah.com,$$$,,,,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-1:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-1:00 am
default,Canada,,Ottawa,Dubai Cafe,0.5,1,"1652 Bank Street Ottawa , ON  K1V 7Y6 Canada",,(613) 866-3093,http://www.ottawacafe.ca/,,,,,2:00 pm-3:00 am,2:00 pm-3:00 am,2:00 pm-3:00 am,2:00 pm-3:00 am,2:00 pm-3:00 pm,2:00 pm-3:00 pm,2:00 pm-3:00 am
default,Canada,,Ottawa,El Mazaj,5,2,"5307 Canotek Rd Ottawa , ON  K1J 9M2 Canada",,(613) 741-3000,http://www.elmazaj.ca,,,,,,,,,,,
default,Canada,,Ottawa,Bay Rock Cafe,0.5,1,"2446 Bank Street Ottawa , ON  K1V Canada",,(613) 680-3380,,,,,,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,2:30 pm-2:00 am,2:30 pm-2:00 am
default,Canada,,Ottawa,Kan Zaman Cafe,0.5,8,"1652 Bank Street Ottawa , ON  K1V 7Y6 Canada",,(613) 731-2233,,,,,,,,,,,,
default,Canada,,Ottawa,Sahara Cafe,0.5,1,"750 Gladeston Avenue Ottawa , ON  K1R Canada",,(613) 321-1625,,,,,,,,,,,,
default,Canada,,Ottawa,Oasis Lounge,-0.5,2,"1489 B Merivale Rd Ottawa , ON  K2E Canada",,(613) 851-4605,,,,,,,,,,,,
